Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
Castroville Potranco Rd. campus (SAT80-1/-2 &amp; SAT82),Microsoft,Planned,2028,,244676,,482600000,Medina,TX,29.42860991,-98.87724476,https://sanantonioreport.org/medina-county-farmland-data-centers-strain/,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024023976,,"Microsoft San Antonio-area (Castroville/Medina Co.): covered by Microsoft's Greater San Antonio community programs — Datacenter Academy (Alamo Colleges/Northwest Vista, $545K reaching 450+ students), scholarships, Community-First Infrastructure Initiative. Discretionary; no project-specific package or CBA documented.",,,,,,,No,https://local.microsoft.com/blog/san-antonio-community-investments/; https://local.microsoft.com/communities/americas/greater-san-antonio/,~60/bldg,Estimate: Microsoft SAT40 60 MW reference design; SAT89/90 stated to follow similar layout,
Renaissance Technology Park,RP INDUSTRIAL OWNER II LLC,Planned,,,2136040,13,,Fairfax,VA,38.93244586,-77.42386514,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
21310 BEAUMEADE CIR,BEAUMEADE DC BUILDING LLC,Operational,,,190250,9,,Loudoun,VA,39.01584869,-77.45340781999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Avemore,Atlas Development,Planned,2028,,,,45000000,Carroll,GA,33.70813832,-84.94476829,https://apps.dca.ga.gov/DRI/InitialForm.aspx?driid=4451,https://www.datacenterdynamics.com/en/news/atlas-files-for-428-acre-technology-and-data-park-outside-atlanta-georgia/,,,,,,,,,No,,,,
Valco Data Center Park,Valco Carolie County,Planned,,,1216000,855,,Caroline,VA,37.92410305,-77.54387212,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
DIGITAL LOUDOUN IV,DIGITAL LOUDOUN IV LLC,Operational,,,800702,112,,Loudoun,VA,39.0051437,-77.45119527,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
PROLOGIS PARK GATEWAY II,Prologis,Planned,,,294000,11,,Loudoun,VA,38.98794962,-77.43817448999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,Prologis powered-shell parcel; capacity not disclosed,
LBA Realty San Jose DCs,LBA Realty,Planned,,,414300,28.4,,Santa Clara,CA,37.378492,-121.933069,https://www.datacenterdynamics.com/en/news/two-data-centers-proposed-for-vacant-lot-in-san-jose-california/,,,,,,,,,,No,,,,
Culpeper Technology Campus,Peterson Cos.,Planned,,,2100000,,,Culpeper,VA,38.460241,-77.98773076,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Project West,Project West WHP - GA,Planned,2033,,1512000,,6000000000,Troup,GA,32.98262,-85.014525,https://apps.dca.ga.gov/DRI/InitialForm.aspx?driid=4414,https://www.datacenterdynamics.com/en/news/15-million-sq-ft-technology-campus-proposed-in-lagrange-georgia/,,,,,,,,,No,,,,
Tradeport Ashland Data Center,Tradeport Ashland Land LLC,Planned,,,,78,,Hanover,VA,37.75562874,-77.44993277999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Scott Greenberg Chicago Data Center,Scott Greenberg,Planned,,,76000,,40000000,Cook,IL,41.84688296,-87.62579176,https://www.datacenterdynamics.com/en/news/data-center-development-proposed-in-chicago-illinois/,,,,,,,,,,No,,,,
QTS Irving  DFW2-DC4,QTS,Planned,2027,,413726,,175000000,Dallas,TX,32.89711831,-96.98298574,https://qtsdatacenters.com/data-centers/irving/,"https://cherrycoatings.com/project/qts-data-center-irving/#:~:text=QTS%20Data%20Center%20%E2%80%93%20Irving,Completion%202019",,"QTS company-level giving (employee volunteerism/matched donations, charitable grants, 'success-based giving'); notable commitments elsewhere ($50M Dane County, $5M Eastern Iowa skilled trades). No site-specific community benefits package documented for this location; no formal CBA.",,,,,,,No,https://qtsdatacenters.com/who-we-are/community-engagement/; https://q.com/news/qts-commits-5-million-to-expand-skilled-trades-training-in-eastern-iowa/,~20-45,"Estimate: QTS Irving campus 165+ MW; DC1&2=75.2, DC3=43; DC4 is part of balance",
Prime Data Centers: DFW02-03,Prime Data Centers,Planned,2027,,267000,,453000000,Dallas,TX,32.95835469,-96.65679497,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017813,https://www.datacenterdynamics.com/en/news/prime-files-for-two-data-center-campuses-in-dallas-fort-worth/,,"Prime Data Centers company-level community engagement (10-year Elk Grove Village concert series sponsorship, employee volunteering, tech-association support); no site-specific dollar commitments documented for this location. No formal CBA.",,,,,,,No,https://primedatacenters.com/community-engagement/; https://primedatacenters.com/community-commitment/,~48,"Estimate: Prime DFW02 bldgs 267k sqft, same design as DFW04 48 MW buildings",
Stream Data Center: DFW I,Stream Data Centers,Operational,,,,,,Dallas,TX,32.89711831,-96.79480952,,,,,,,,,,,No,,,Building-level not disclosed (Stream legacy DFW; DFW VII Garland ref = 43 MW),
University of Texas,University of Texas,Planned,,,4568,,3000000,El Paso,TX,31.7726244,-106.5040712,https://www.datacenterdynamics.com/en/news/university-of-texas-to-get-3m-data-center/,,,,,,,,,,No,,,,
SAMX Data Center,SAMX Data,Planned,,,1140000,55,,Fauquier,VA,38.54318157,-77.78340316,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
DULLES BERRY LC4,CloudHQ,Operational,,,1434706,94,,Loudoun,VA,39.00252011,-77.47227907,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,No community benefits package or community giving program documented for CloudHQ at this location in sources reviewed. No formal CBA.,,,,,,,No,https://cloudhq.com/,,,
Archbald Data &amp; Energy Center,PDC Realty LLC,Planned,,,900000,83.5,,Lackawanna,PA,41.5122838,-75.5583692,https://www.thetimes-tribune.com/2025/08/12/developer-buys-highway-auto-junkyard-in-archbald-for-data-centers/,,,,,,,,,,No,,,,
23005 INTERNATIONAL DR,DULLES NCP II LLC,Operational,,,169960,8,,Loudoun,VA,38.97999809,-77.42562186,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Aligned Dallas DFW04,Aligned,Under Construction,2026,,425500,44,161000000,Collin,TX,33.00468192,-96.64875285,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021896,,,"Aligned Data Centers company-level community pillars (workforce pathways: internships, skilled trades instruction, graduate engineering programs); no site-specific dollar commitments documented for this location. No formal CBA.",,,,,,,No,https://aligneddc.com/community/,,"Not disclosed (Aligned DFW04 Plano; $161M, 425k sqft)",
DFW DFW I-II,Compass Datacenters,Operational,2021,,1503933,,1000000,Collin,TX,33.13784015,-96.65757532,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020019741,,,"No site-specific community benefits package documented for Compass Datacenters at this location; company has funded community projects at other campuses (e.g., $15M Ellis County TX animal shelter grant, 2026). No formal CBA.",,,,,,,No,https://www.prnewswire.com/news-releases/compass-datacenters-commits-15-million-to-build-new-ellis-county-animal-shelter-answering-the-communitys-urgent-call-302787879.html,,,
Remington Technology Park,REMINGTON TECHNOLOGY PARK LTD PTNRSHP,Planned,,,1700000,234,,Fauquier,VA,38.54050798,-77.7890749,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
IAD 18 AMAZON,Amazon,Operational,,,20000,3,,Loudoun,VA,38.91918936,-77.49497537,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"AWS InCommunities Northern Virginia programs (county-level, not project-specific): $300K sustainability fund for Prince William, Loudoun, Fairfax, Culpeper and Fauquier counties (grants up to $10K); AWS Community Fund microgrants via ChangeX; Think Big Spaces in Loudoun/Prince William/Arlington schools; NOVA community college investments. Discretionary; no formal CBA for this site.",,,,,,,No,https://www.aboutamazon.com/aws-northern-virginia; https://www.changex.org/us/funds/awsvirginia; https://www.datacenterknowledge.com/sustainability/aws-launches-grant-program-to-benefit-northern-virginia-communities,~25-40/bldg,Estimate: Typical AWS NoVA building design; site-specific figure not disclosed (dgtlinfra),
Amazon Project Cosmos.,Amazon,Planned,2027,,500000,55,1,Union,OH,40.2201694,-83.32601402,https://www.datacenterdynamics.com/en/news/aws-gets-go-ahead-for-data-center-campus-in-marysville-ohio/,,,"Amazon Central Ohio Community Fund: $100K in grants to 19 Franklin/Licking County projects (STEM, sustainability, skills; up to $10K/nonprofit); $50K to New Albany Community Foundation lecture series; $200K to New Albany Fieldhouse incl. Amazon Think Space STEM lab; $1.4B contribution to Licking County GDP. Discretionary; no formal CBA.",,,,,,,No,https://www.aboutamazon.com/news/aws/amazon-web-services-data-centers-us; https://newalbanyohio.org/news/2025/08/amazon-investment-in-new-albany/,~300+,Estimate: AWS Ohio campuses each 300+ MW at full 5-building development (DCD/baxtel),
Gallatin Data Center,Meta,Operational,2024,300,1609500,800,1500000000,Sumner,TN,36.410542,-86.36935099999998,https://datacenters.atmeta.com/us-locations/,https://www.datacenterdynamics.com/en/news/meta-officially-launches-gallatin-data-center-campus-in-tennessee/,,Meta Community Action Grants: $1.4M+ direct funding via 100+ grants/sponsorships to Sumner County schools/nonprofits since 2021; $250K to Gallatin Shalom Zone historic gym renovation; pollinator gardens at county middle schools; 100+ operational jobs. No formal CBA.,,,,,,,No,https://datacenters.atmeta.com/2024/11/gallatin-we-are-online/; https://datacenters.atmeta.com/asset/gallatin-data-center-info-sheet/,,Confirmed: Meta Gallatin up to 300 MW (DCD/WPLN),
Globalinx VA,Globalinx Data Centers,Planned,,,,,,Portsmouth (city),VA,36.82473638,-76.29968469,https://www.datacenterdynamics.com/en/news/globalinx-looks-to-build-data-center-in-portsmouth-virginia/,,,,,,,,,,No,,,,
Project Excalibur,National Acquisition Company,Planned,2032,,7000000,615,6500000000,Fayette,GA,33.446781,-84.5222,https://apps.dca.ga.gov/DRI/InitialForm.aspx?driid=3813,https://apps.dca.ga.gov/DRI/AdditionalForm.aspx?driid=3813,,,,,,,,,No,,,,
Kuna Data Center,Meta,Under Construction,2026,,1000000,458,800000000,Ada,ID,43.4593878,-116.2657698,https://datacenters.atmeta.com/us-locations/,https://www.idahostatesman.com/news/business/article304464416.html,,"Meta: $70M water and sewer system built and donated to the City of Kuna (supports data center and future city growth); ~1,400 construction workers at peak; $800M+ investment. No formal CBA.",,,,,,,No,https://www.constructionowners.com/news/meta-nears-peak-construction-on-800m-idaho-data-center; https://www.datacenterknowledge.com/hyperscalers/meta-to-build-first-data-center-in-idaho,,Not disclosed (960k sqft campus; 200MW renewables added to Idaho grid),
Eagle Mountain Data Center,Meta,Operational,2021,,4500000,500,1500000000,Utah,UT,40.264863,-112.015144,https://datacenters.atmeta.com/us-locations/,"https://www.deseret.com/utah/2022/9/30/23380151/facebook-meta-announces-expansion-eagle-mountain-data-center-tax-breaks/#:~:text=An%20artist's%20rendering%20of%20the,%7C%20Meta",,Meta Community Action Grants: $4.1M+ direct funding to Utah County schools/nonprofits; $1M+ across 109 grant projects; $200K to Central Utah Water Conservancy District (Hobble Creek flow restoration); 300+ operational jobs at $1.5B campus. No formal CBA.,,,,,,,No,https://eaglemountain.gov/meta-awards-2025-community-action-grants-to-local-organizations/; https://datacenters.atmeta.com/asset/eagle-mountain-data-center-sheet/,50-100+,Estimate: interconnection.fyi bucket; 7 DCs / 4.5M sqft campus,
Lenoir Data Center,Google,Operational,2008,,3370000,60,600000000,Caldwell,NC,35.8922,-81.54685999999998,https://datacenters.google/locations/,https://www.datacenterdynamics.com/en/news/google-looks-to-expand-data-center-campus-outside-charlotte-north-carolina/,,"Google: $2M Energy Impact Fund (with Blue Ridge Community Action/Blue Ridge Energy) for energy affordability, weatherization and school efficiency in Caldwell County; $100K historic high school renovation; $270K Communities In Schools workforce/digital equity fund; $1B expansion. No formal CBA.",,,,,,,No,https://www.wsoctv.com/news/local/google-invests-1b-nc-expand-operations-data-center/UJRZP5BANVBEZOFYR6SH5PCRCE/,10-15+,Estimate: 2010 expert estimate for original building; no official figure; campus expanded (greenm3),
Digital Second Manassas,DIGITAL CARVER BRICKYARD LLC,Planned,,,1759136,61,,Prince William,VA,38.73787155,-77.5082881,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Bauxite Data Center 3,Rowan Digital Infrastructure,Planned,,,591913,55,,Frederick,MD,39.33038503,-77.47482666,https://www.datacenterdynamics.com/en/news/rowans-two-data-center-projects-in-maryland-get-approval/,,,,,,,,,,No,,,,
Carmel Church Data Hub,W &amp; F PARTNERS,Planned,,,1600000,97,,Caroline,VA,37.93932712,-77.47797276999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Fadeley Campus,Amazon,Operational,,,695321,64,,Loudoun,VA,38.94895567,-77.52147553999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"AWS InCommunities Northern Virginia programs (county-level, not project-specific): $300K sustainability fund for Prince William, Loudoun, Fairfax, Culpeper and Fauquier counties (grants up to $10K); AWS Community Fund microgrants via ChangeX; Think Big Spaces in Loudoun/Prince William/Arlington schools; NOVA community college investments. Discretionary; no formal CBA for this site.",,,,,,,No,https://www.aboutamazon.com/aws-northern-virginia; https://www.changex.org/us/funds/awsvirginia; https://www.datacenterknowledge.com/sustainability/aws-launches-grant-program-to-benefit-northern-virginia-communities,~25-40/bldg,Estimate: Typical AWS NoVA building design; site-specific figure not disclosed (dgtlinfra),
Douglasville Data Center,Microsoft,Planned,2027,,980000,160,1800000000,Douglas,GA,33.73204,-84.620644,https://apps.dca.ga.gov/DRI/InitialForm.aspx?driid=3424,https://www.datacenterdynamics.com/en/news/microsoft-aiming-to-build-1-million-sq-ft-data-center-in-douglasville-ga-for-east-us-3/,https://www.datacenterfrontier.com/hyperscale/article/55126626/details-emerge-on-microsofts-18-billion-investment-in-atlanta-data-centers-amid-tax-development-wrangles,,,,,,,,No,,,Not disclosed (Microsoft Douglasville GA; East US 3),
BIT HOLDINGS FIFTY-FOUR,BIT HOLDINGS FIFTY-FOUR INC,Operational,,,338364,14,,Fairfax,VA,38.86084188,-77.39341084,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Hays County Data Center TBD,Highlander SM One,Planned,,,,199,,Hays,TX,29.7882917,-97.99132106,https://www.datacenterdynamics.com/en/news/data-center-proposed-for-200-acre-site-in-san-marcos-texas/,,,,,,,,,,No,,,,
DC-4,QTS,Planned,,,323526,19,,Prince William,VA,38.75262704,-77.51650109,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"QTS company-level giving (employee volunteerism/matched donations, charitable grants, 'success-based giving'); notable commitments elsewhere ($50M Dane County, $5M Eastern Iowa skilled trades). No site-specific community benefits package documented for this location; no formal CBA.",,,,,,,No,https://qtsdatacenters.com/who-we-are/community-engagement/; https://q.com/news/qts-commits-5-million-to-expand-skilled-trades-training-in-eastern-iowa/,,"Not disclosed (QTS parcel, Prince William)",
Project Tropical,Meta,Planned,,,675000,475,,Henrico,VA,37.47379852,-77.23477836,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"Meta Community Action Grants: $4M+ direct funding to Henrico-area schools/nonprofits since groundbreaking; 500+ MW new solar contracted to Virginia grid; COVID-era partnership with Henrico County Public Schools (meals, Wi-Fi hotspots). No formal CBA; grants are discretionary/annual.",,,,,,,No,https://datacenters.atmeta.com/community-action-grants/; https://henricogives.org/data-center-community-action-grant/,,Not disclosed (Meta Henrico expansion parcel),
East Point Data Center,Microsoft,Under Construction,2026,,489370,131.6,1842000000,Fulton,GA,33.642516,-84.515574,https://local.microsoft.com/blog/east-point-datacenter-project-overview/,https://local.microsoft.com/blog/east-point-georgia-datacenter-project-update/,,"Microsoft East US 3 (Fulton/Douglas): $1.8B+ investment, 50 permanent + 400-600 construction jobs per site; community engagement via Microsoft Local/Datacenter Community Pledge (skills programs, nonprofit support). No project-specific benefits package or CBA documented; tax/development terms contested locally.",,,,,,,No,https://local.microsoft.com/blog/east-point-datacenter-project-overview/; https://www.datacenterfrontier.com/hyperscale/article/55126626/details-emerge-on-microsofts-18-billion-investment-in-atlanta-data-centers-amid-tax-development-wrangles,,"Not disclosed (Microsoft East Point: $1.8B, 2 bldgs + substation)",
Gainsville Campus,Amazon,Planned,,,2200000,117,,Prince William,VA,38.7903556,-77.5813892,https://www.insidenova.com/headlines/more-bigger-data-centers-on-the-way/article_86755ee2-7469-11ed-8894-db8ff013904c.html,https://www.datacenterdynamics.com/en/news/aws-qts-and-jk-land-holdings-planning-data-center-developments-in-virginias-prince-william-county/,,"AWS InCommunities Northern Virginia programs (county-level, not project-specific): $300K sustainability fund for Prince William, Loudoun, Fairfax, Culpeper and Fauquier counties (grants up to $10K); AWS Community Fund microgrants via ChangeX; Think Big Spaces in Loudoun/Prince William/Arlington schools; NOVA community college investments. Discretionary; no formal CBA for this site.",,,,,,,No,https://www.aboutamazon.com/aws-northern-virginia; https://www.changex.org/us/funds/awsvirginia; https://www.datacenterknowledge.com/sustainability/aws-launches-grant-program-to-benefit-northern-virginia-communities,~25-40/bldg,Estimate: Typical AWS NoVA building design; site-specific figure not disclosed (dgtlinfra),
44790 PERFORMANCE CIR,Equinix,Operational,,,672244,45,,Loudoun,VA,39.02357221,-77.45090467,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,Equinix IBX building; individual capacity not disclosed (typically 5-20 MW),
Omaha Campus - Phase 1,Google,Operational,2024,,700000,457,,Douglas,NE,41.337653,-96.086446,https://datacenters.google/locations/,https://nebraskaexaminer.com/2023/01/03/google-seeks-to-stretch-farther-in-northwest-omaha/?utm_source=chatgpt.com,https://www.idc-a.org/news/Google-Has-Filed-Plans-to-Expand-Its-Data-Center-Site-in-Omaha-Nebraska?utm_source=chatgpt.com,"Google Nebraska: ~$156K in data center community grants to seven Omaha-area education/job-training orgs (Latino Center of the Midlands, Kids Can, Bellevue University, etc.); $2M+ in grants to Nebraska nonprofits/schools since 2009; $3B+ invested across Papillion/Omaha/Lincoln. Discretionary; no formal CBA.",,,,,,,No,https://nebraskaexaminer.com/briefs/google-gives-156000-to-youth-programs-near-its-nebraska-data-centers/,~630 campus,Estimate: Google Omaha 629.95 MW total (datacenter.fyi),
Hayden Technologies Loudoun Data Center,Hayden Technologies,Operational,,,281800,119,,Loudoun,VA,39.05081508,-77.5395668,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Red Oak Campus,Google,Planned,,,285000,165,330000000,Ellis,TX,32.537209,-96.796473,https://datacenters.google/locations/,https://www.datacenterdynamics.com/en/news/google-announces-plans-for-red-oak-data-center-campus-in-texas/,,Google Ellis County (Midlothian/Red Oak): $150K grant to Red Oak ISD; $30M Texas Energy Impact Fund launching 2026 (community energy affordability/efficiency); part of $40B Texas commitment; $112M+ philanthropic giving in Texas since 2005. No formal CBA.,,,,,,,No,https://www.wfaa.com/article/money/business/google-40-billion-investment-in-texas-ellis-county/287-0bf6e355-b350-4c46-b706-6745e7cb7358; https://communityimpact.com/dallas-fort-worth/mckinney/business/2025/11/14/google-commits-40b-to-3-new-data-centers-infrastructure-in-texas-through-2027/,,Not disclosed (Google Red Oak: $600M+ initial investment),
AttoTek,"AttoTek, David Martin",Planned,,,,352,,Culpeper,VA,38.49927261,-77.89710587,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Floyd County TBD,,Planned,,,,114,,Floyd,GA,34.26629474,-85.29371204,https://www.datacenterdynamics.com/en/news/data-center-planned-on-114-acre-plot-in-rome-georgia/,,,,,,,,,,No,,,,
Disney Digital Data Center 3,Disney,Operational,2022,,187000,,,Montgomery,TX,30.17960637,-95.48482763,https://tvnewscheck.com/tech/article/disneys-digital-center-3-centralizes-hardware-allows-control-from-anywhere/,,,,,,,,,,No,,,,
NTT I-66 and Route 29 Technology Park,NTT,Planned,2024,336,2957680,102,,Prince William,VA,38.80079975,-77.61255773,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://www.datacenterdynamics.com/en/news/data-center-granted-rezoning-and-special-use-permission-in-prince-william-county-virginia/,,No site-specific community benefits package documented for NTT Global Data Centers at this location; no publicized US community grants program found in sources reviewed. No formal CBA.,,,,,,,No,https://services.global.ntt/en-us/services-and-products/global-data-centers/global-locations/americas,,Confirmed: NTT Gainesville (Grove) campus 336 MW / 2M sqft (dgtlinfra/DCD),
Upper Magnolia Green West Tract A and Tract B,CARNES W S INC,Planned,,,,979,,Chesterfield,VA,37.4442264,-77.77384408,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Accokeek Center,"A.I., INC",Planned,,,520000,80,,Stafford,VA,38.40371226,-77.4269994,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Sutton Bay,Amazon,Operational,,,508000,43,,Loudoun,VA,38.91631015,-77.47834197,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"AWS InCommunities Northern Virginia programs (county-level, not project-specific): $300K sustainability fund for Prince William, Loudoun, Fairfax, Culpeper and Fauquier counties (grants up to $10K); AWS Community Fund microgrants via ChangeX; Think Big Spaces in Loudoun/Prince William/Arlington schools; NOVA community college investments. Discretionary; no formal CBA for this site.",,,,,,,No,https://www.aboutamazon.com/aws-northern-virginia; https://www.changex.org/us/funds/awsvirginia; https://www.datacenterknowledge.com/sustainability/aws-launches-grant-program-to-benefit-northern-virginia-communities,~25-40/bldg,Estimate: Typical AWS NoVA building design; site-specific figure not disclosed (dgtlinfra),
Tuscarora Crossing Landbay 3,BlackChamber Group,Planned,,,701400,38,,Loudoun,VA,39.07723175,-77.53374334,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,30-60/bldg,Estimate: BlackChamber NoVA portfolio 740+ MW across 4 campuses; bldgs 30-60 MW (dgtlinfra),
Project Raptor,Colovore,Under Construction,2026,,180000,,500000000,Travis,TX,30.54240143,-97.57017793,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,,,,,,,,,,No,,,,
EdgeConneX AUS02,EdgeConneX,Planned,2026,96,578000,140,440000000,Bastrop,TX,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023484,"https://www.govtech.com/products/bastrop-county-texas-welcomes-440m-data-center#:~:text=The%20two%2Dstory%20computer%20warehouse%2C%20listed%20as%20%22AUS02%22,space%20%E2%80%94%20about%20the%20area%20of%2010",,,,,,,,,No,,,Confirmed: EdgeConneX AUS02 up to 96 MW; first of 4-bldg $1.44B Bastrop campus (DCD/govtech),
22660 Executive Dr Prologis,Prologis,Planned,,,0,8,,Loudoun,VA,38.98975252,-77.44206104,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,Prologis powered-shell parcel; capacity not disclosed,
Innovation On The Parkway PRA,"University Blvd, LLC",Planned,,,208173,18,,Prince William,VA,38.753712,-77.52560492,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Switch AI Factories,Switch,Planned,,,427000,,,Clark,NV,36.061718,-115.213715,https://www.datacenterdynamics.com/en/news/switch-building-ai-factories-in-las-vegas/,,,"Switch Nevada: Innevation Centers (Las Vegas + Reno with University of Nevada, Reno) supporting workforce/entrepreneurship; TMCC data center technician training grant ($149K state grant; Switch donated cooling tower + faculty training); statewide STEM board leadership. Discretionary; no formal CBA.",,,,,,,No,https://nevadafund.org/post/switch-global-technology-infrastructure-leader-joins-corporate-philanthropy-partners/; https://osit.nv.gov/Grants/STEM_Workforce_Challenge_Grant,,Not disclosed (Switch AI Factories LV; high-density design up to 2MW/rack),
Machine Investment Group: Greenfield Rd,Machine Investment Group,Planned,,,1100000,78,,Lancaster,PA,40.05941098,-76.32990596,https://www.datacenterdynamics.com/en/news/machine-investment-acquires-two-printing-press-sites-in-pennsylvania-plans-data-center-redevelopment/,,,SIGNED FORMAL CBA (Lancaster CBA): Part of Lancaster AI Hub East at 216 Greenfield Rd; same CBA terms as CoreWeave Lancaster,,,,,,,Yes,https://www.cityoflancasterpa.gov/wp-content/uploads/2025/11/Lancaster-CBA-Draft.pdf,,,
New Albany Data Center - Phase 5,Meta,Under Construction,2026,,746264,345,1500000000,Licking,OH,40.067538,-82.75073354,https://datacenters.atmeta.com/us-locations/,,,"Meta Community Action Grants (Franklin & Licking counties): annual direct funding to schools/nonprofits (e.g., New Albany-Plain Local Schools outdoor nature classroom, Dawes Arboretum solar tram); $2B+ invested in Ohio since 2017; company-wide $11.8M donated to DC communities in 2025. Discretionary; no formal CBA.",,,,,,,No,https://datacenters.atmeta.com/community-action-grants/; https://www.ohiotechnews.com/metas-ohio-community-grants-spark-steam-learning/,,Phase-level not disclosed (Meta New Albany campus 2.5M+ sqft),
Omaha Campus - Phase 2,Google,Planned,,,700000,457,,Douglas,NE,41.337653,-96.086446,https://datacenters.google/locations/,https://nebraskaexaminer.com/2023/01/03/google-seeks-to-stretch-farther-in-northwest-omaha/?utm_source=chatgpt.com,https://www.idc-a.org/news/Google-Has-Filed-Plans-to-Expand-Its-Data-Center-Site-in-Omaha-Nebraska?utm_source=chatgpt.com,"Google Nebraska: ~$156K in data center community grants to seven Omaha-area education/job-training orgs (Latino Center of the Midlands, Kids Can, Bellevue University, etc.); $2M+ in grants to Nebraska nonprofits/schools since 2009; $3B+ invested across Papillion/Omaha/Lincoln. Discretionary; no formal CBA.",,,,,,,No,https://nebraskaexaminer.com/briefs/google-gives-156000-to-youth-programs-near-its-nebraska-data-centers/,~630 campus,Estimate: Google Omaha 629.95 MW total (datacenter.fyi),
Arlington Data Center,D.R. Horton,Operational,2022,,15767,,15000000,Tarrant,TX,32.7607664,-97.08922015,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021019574,,,,,,,,,,No,,,,
Wiseman Boulevard campus (SAT14 cluster),Microsoft,Under Construction,2026,,350000,35,200000000,Bexar,TX,29.475748,-98.681972,https://www.datacenterdynamics.com/en/news/microsoft-plans-482m-data-center-in-san-antonio-texas/?utm_source=chatgpt.com,,,Microsoft San Antonio: Datacenter Academy with Alamo Colleges (Palo Alto College) and Northwest Vista College — $545K investment reaching 450+ students; scholarships for underrepresented students; Community-First Infrastructure Initiative under Datacenter Community Pledge. Discretionary programs; no formal CBA.,,,,,,,No,https://local.microsoft.com/blog/san-antonio-community-investments/; https://www.alamo.edu/pac/news-events/news/2024/september/pac-becomes-13th-official-microsoft-data-center-academy-in-north-america/,~60/bldg,Estimate: Microsoft SAT40 60 MW reference design; SAT89/90 stated to follow similar layout,
MECP3 ASHBURN 3 LLC,MECP3 ASHBURN 3 LLC,Operational,,,258716,6,,Loudoun,VA,39.0323483,-77.42991089999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
VERISIGN INC,VERISIGN INC,Operational,,,64300,14,,Loudoun,VA,38.99773902,-77.44368319999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
